seed,policy,season,hour,T_in,T_out,price,SOC,p_grid_kw,p_solar_kw,comfort_dev,occupancy,a_bat,a_hvac,hvac_mode
42,sac,0,15.75,21.00,2.37,23.71,0.7285,1.6528,0.0597,0.0019,1,0.0315,0.2795,heating
42,sac,0,16.00,21.00,2.21,39.52,0.7302,1.6466,0.0546,0.0020,1,0.0244,0.2820,heating
42,sac,0,16.25,21.00,2.03,39.52,0.7030,0.5417,0.0481,0.0031,1,-0.3630,0.2850,heating
42,sac,0,16.50,21.00,1.85,39.52,0.6767,0.5926,0.0420,0.0033,1,-0.3507,0.2873,heating
42,sac,0,16.75,21.00,1.67,39.52,0.6513,0.6432,0.0351,0.0033,1,-0.3394,0.2900,heating
42,sac,0,17.00,21.00,1.48,39.52,0.6266,0.6918,0.0280,0.0034,1,-0.3289,0.2928,heating
42,sac,0,17.25,21.00,1.29,39.52,0.6026,0.7376,0.0214,0.0034,1,-0.3193,0.2957,heating
42,sac,0,17.50,21.00,1.10,39.52,0.5794,0.7824,0.0140,0.0034,1,-0.3104,0.2986,heating
42,sac,0,17.75,21.00,0.90,39.52,0.5567,0.8248,0.0070,0.0034,1,-0.3022,0.3015,heating
42,sac,0,18.00,21.00,0.71,39.52,0.5346,0.8655,0.0000,0.0034,1,-0.2946,0.3045,heating
42,sac,0,18.25,21.00,0.51,39.52,0.5130,0.8977,0.0000,0.0033,1,-0.2875,0.3074,heating
42,sac,0,18.50,21.00,0.31,39.52,0.4920,0.9297,0.0000,0.0032,1,-0.2805,0.3103,heating
42,sac,0,18.75,21.00,0.12,39.52,0.4715,0.9604,0.0000,0.0031,1,-0.2739,0.3132,heating
42,sac,0,19.00,21.00,-0.07,39.52,0.4514,0.9899,0.0000,0.0029,1,-0.2676,0.3161,heating
42,sac,0,19.25,21.00,-0.26,39.52,0.4318,1.0184,0.0000,0.0028,1,-0.2617,0.3189,heating
42,sac,0,19.50,21.00,-0.44,39.52,0.4126,1.0461,0.0000,0.0026,1,-0.2559,0.3216,heating
42,sac,0,19.75,21.00,-0.62,39.52,0.3938,1.0730,0.0000,0.0024,1,-0.2503,0.3243,heating
42,sac,0,20.00,21.00,-0.79,25.69,0.3754,1.0992,0.0000,0.0022,1,-0.2448,0.3269,heating
42,sac,0,20.25,21.00,-0.96,25.69,0.3850,2.2137,0.0000,0.0011,1,0.1325,0.3290,heating
42,sac,0,20.50,21.00,-1.12,25.69,0.3933,2.1697,0.0000,0.0008,1,0.1143,0.3317,heating
42,sac,0,20.75,21.00,-1.27,25.69,0.4003,2.1276,0.0000,0.0006,1,0.0972,0.3340,heating
42,sac,0,21.00,21.00,-1.42,25.69,0.4062,2.0884,0.0000,0.0004,1,0.0813,0.3362,heating
42,sac,0,21.25,21.00,-1.55,25.69,0.4110,2.0521,0.0000,0.0002,1,0.0665,0.3382,heating
42,sac,0,21.50,21.00,-1.67,25.69,0.4148,2.0186,0.0000,0.0001,1,0.0528,0.3400,heating
42,sac,0,21.75,21.00,-1.79,25.69,0.4177,1.9879,0.0000,0.0003,1,0.0403,0.3417,heating
42,sac,0,22.00,21.00,-1.89,25.69,0.4198,1.9598,0.0000,0.0005,1,0.0289,0.3433,heating
42,sac,0,22.25,21.00,-1.99,25.69,0.4212,1.9342,0.0000,0.0007,1,0.0185,0.3447,heating
42,sac,0,22.50,21.00,-2.07,25.69,0.4218,1.9111,0.0000,0.0010,1,0.0092,0.3459,heating
42,sac,0,22.75,21.00,-2.14,25.69,0.4219,1.8904,0.0000,0.0011,1,0.0008,0.3470,heating
42,sac,0,23.00,21.00,-2.19,25.69,0.4214,1.8726,0.0000,0.0011,1,-0.0065,0.3479,heating
42,sac,0,23.25,21.00,-2.24,25.69,0.4204,1.8568,0.0000,0.0011,1,-0.0129,0.3485,heating
42,sac,0,23.50,21.00,-2.27,25.69,0.4190,1.8429,0.0000,0.0011,1,-0.0184,0.3490,heating
42,sac,0,23.75,21.00,-2.29,25.69,0.4173,1.8308,0.0000,0.0012,1,-0.0229,0.3493,heating
42,rule,0,0.00,20.54,-2.29,17.79,0.1902,3.8000,0.0000,0.4571,1,0.7000,0.3000,heating
42,rule,0,0.25,20.44,-2.29,17.79,0.2408,3.8000,0.0000,0.5633,1,0.7000,0.3000,heating
42,rule,0,0.50,22.09,-2.27,17.79,0.2915,6.6000,0.0000,1.0852,1,0.7000,1.0000,heating
42,rule,0,0.75,19.17,-2.24,17.79,0.3421,6.6000,0.0000,1.8268,1,0.7000,-1.0000,cooling
42,rule,0,1.00,20.87,-2.19,17.79,0.3927,6.6000,0.0000,0.1281,1,0.7000,1.0000,heating
42,rule,0,1.25,20.76,-2.14,17.79,0.4433,3.8000,0.0000,0.2408,1,0.7000,0.3000,heating
42,rule,0,1.50,20.65,-2.07,17.79,0.4940,3.8000,0.0000,0.3468,1,0.7000,0.3000,heating
42,rule,0,1.75,20.55,-1.99,17.79,0.5446,3.8000,0.0000,0.4457,1,0.7000,0.3000,heating
42,rule,0,2.00,20.46,-1.89,17.79,0.5952,3.8000,0.0000,0.5375,1,0.7000,0.3000,heating
42,rule,0,2.25,22.13,-1.79,17.79,0.6459,6.6000,0.0000,1.1281,1,0.7000,1.0000,heating
42,rule,0,2.50,19.24,-1.67,17.79,0.6965,6.6000,0.0000,1.7645,1,0.7000,-1.0000,cooling
42,rule,0,2.75,20.96,-1.55,17.79,0.7471,6.6000,0.0000,0.0440,1,0.7000,1.0000,heating
42,rule,0,3.00,20.87,-1.42,17.79,0.7977,3.8000,0.0000,0.1329,1,0.7000,0.3000,heating
42,rule,0,3.25,20.79,-1.27,17.79,0.8484,3.8000,0.0000,0.2132,1,0.7000,0.3000,heating
42,rule,0,3.50,20.72,-1.12,17.79,0.8484,1.7000,0.0000,0.2847,1,0.0000,0.3000,heating
42,rule,0,3.75,20.65,-0.96,17.79,0.8484,1.7000,0.0000,0.3476,1,0.0000,0.3000,heating
42,rule,0,4.00,20.60,-0.79,17.79,0.8484,1.7000,0.0000,0.4018,1,0.0000,0.3000,heating
42,rule,0,4.25,20.55,-0.62,17.79,0.8484,1.7000,0.0000,0.4476,1,0.0000,0.3000,heating
42,rule,0,4.50,20.52,-0.44,17.79,0.8484,1.7000,0.0000,0.4849,1,0.0000,0.3000,heating
42,rule,0,4.75,20.49,-0.26,17.79,0.8484,1.7000,0.0000,0.5139,1,0.0000,0.3000,heating
42,rule,0,5.00,22.22,-0.07,23.71,0.8484,4.5000,0.0000,1.2152,1,0.0000,1.0000,heating
42,rule,0,5.25,19.39,0.12,23.71,0.8484,4.5000,0.0000,1.6134,1,0.0000,-1.0000,cooling
42,rule,0,5.50,21.17,0.31,23.71,0.8484,4.5000,0.0000,0.1714,1,0.0000,1.0000,heating
42,rule,0,5.75,19.80,0.51,23.71,0.8484,1.7000,0.0000,1.2034,1,0.0000,-0.3000,cooling
42,rule,0,6.00,21.58,0.71,23.71,0.8484,4.5000,0.0000,0.5807,1,0.0000,1.0000,heating
42,rule,0,6.25,18.81,0.90,23.71,0.8484,4.4930,0.0070,2.1948,1,0.0000,-1.0000,cooling
42,rule,0,6.50,20.64,1.10,23.71,0.8484,4.4857,0.0143,0.3589,1,0.0000,1.0000,heating
42,rule,0,6.75,20.67,1.29,23.71,0.8484,1.6789,0.0211,0.3345,1,0.0000,0.3000,heating
42,rule,0,7.00,20.70,1.48,23.71,0.8484,1.6716,0.0284,0.3039,1,0.0000,0.3000,heating
42,rule,0,7.25,20.73,1.67,23.71,0.8484,1.6649,0.0351,0.2674,1,0.0000,0.3000,heating
42,rule,0,7.50,20.77,1.85,23.71,0.8484,1.6588,0.0412,0.2254,1,0.0000,0.3000,heating
42,rule,0,7.75,20.82,2.03,23.71,0.8484,1.6514,0.0486,0.1782,1,0.0000,0.3000,heating
42,rule,0,8.00,20.87,2.21,23.71,0.8484,1.6451,0.0549,0.1263,1,0.0000,0.3000,heating
42,rule,0,8.25,20.93,2.37,23.71,0.8484,1.6400,0.0600,0.0701,1,0.0000,0.3000,heating
42,rule,0,8.50,20.99,2.53,23.71,0.8484,1.6346,0.0654,0.0100,1,0.0000,0.3000,heating
42,rule,0,8.75,21.05,2.68,23.71,0.8484,1.6280,0.0720,0.0535,1,0.0000,0.3000,heating
42,rule,0,9.00,19.77,2.83,23.71,0.8484,1.6244,0.0756,1.2300,1,0.0000,-0.3000,cooling
42,rule,0,9.25,21.64,2.96,23.71,0.8484,4.4195,0.0805,0.6396,1,0.0000,1.0000,heating
42,rule,0,9.50,18.94,3.09,23.71,0.8484,4.4157,0.0843,2.0562,1,0.0000,-1.0000,cooling
42,rule,0,9.75,20.85,3.20,23.71,0.8484,4.4088,0.0912,0.1466,1,0.0000,1.0000,heating
42,rule,0,10.00,20.95,3.30,23.71,0.8484,1.6055,0.0945,0.0547,1,0.0000,0.3000,heating
42,rule,0,10.25,21.04,3.40,23.71,0.8484,1.6019,0.0981,0.0372,1,0.0000,0.3000,heating
42,rule,0,10.50,19.78,3.48,23.71,0.8484,1.5987,0.1013,1.2213,1,0.0000,-0.3000,cooling
42,rule,0,10.75,21.67,3.55,23.71,0.8484,4.3975,0.1025,0.6700,1,0.0000,1.0000,heating
42,rule,0,11.00,18.99,3.60,23.71,0.8484,4.3950,0.1050,2.0075,1,0.0000,-1.0000,cooling
